%NumGrains 246
%BeamCenter 12.448667
%BeamThickness 2.000000
%GlobalPosition 1.000000
%NumPhases 1
%PhaseInfo
%	SpaceGroup:225
%	Lattice Parameter: 3.592326 3.592326 3.592326 90.000000 90.000000 90.000000
%GrainID	O11	O12	O13	O21	O22	O23	O31	O32	O33	X	Y	Z	a	b	c	alpha	beta	gamma	DiffPos	DiffOme	DiffAngle	GrainRadius	Confidence	eFab11	eFab12	eFab13	eFab21	eFab22	eFab23	eFab31	eFab32	eFab33	eKen11	eKen12	eKen13	eKen21	eKen22	eKen23	eKen31	eKen32	eKen33	PhaseNr
27612	-0.101122	0.250211	0.962896	-0.330562	0.904419	-0.269730	-0.938351	-0.345572	-0.008746	191.428413	-343.485992	21.089333	3.593784	3.595468	3.594633	89.983688	89.933134	90.019155	245.973641	0.112438	0.131835	276.620013	0.777027	617.788092	18.354004	-583.781380	18.354004	940.959133	138.371952	-583.781380	138.371952	362.999313	19.628746	72.368224	-511.628852	72.368224	219.462634	85.972906	-511.628852	85.972906	-309.124537	1.000000	
28720	0.094522	0.963460	0.250621	-0.684702	-0.119832	0.718905	0.722668	-0.239553	0.648356	-153.472514	-23.409933	10.224464	3.593792	3.595272	3.594207	89.998492	90.009652	89.986532	233.511233	0.134358	0.134582	302.807144	0.826389	821.558960	-88.201084	-10.105303	-88.201084	573.683282	65.075363	-10.105303	65.075363	356.530301	28.769478	15.210715	14.103448	15.210715	24.999120	22.380140	14.103448	22.380140	-153.840224	1.000000	
27180	0.135347	-0.090379	0.986668	-0.246535	0.961439	0.121886	-0.959636	-0.259745	0.107846	-57.254020	9.300049	53.123711	3.593956	3.594468	3.594602	89.984155	89.919191	89.966590	252.892512	0.130754	0.140392	256.421408	0.695946	786.575527	23.453061	-656.827744	23.453061	439.985515	-375.141838	-656.827744	-375.141838	455.798689	160.853180	63.281137	-398.818088	63.281137	36.475104	-257.924994	-398.818088	-257.924994	-190.225928	1.000000	
25653	-0.107818	0.164600	0.980450	-0.832677	0.523855	-0.179514	-0.543161	-0.835753	0.080578	-92.543489	-176.091773	33.746022	3.594423	3.594343	3.594971	90.036301	90.014741	90.007541	264.481943	0.143470	0.147967	192.750842	0.601351	656.914396	-66.842227	340.262966	-66.842227	661.131134	-84.362951	340.262966	-84.362951	563.154581	-193.628680	-12.540475	244.691718	-12.540475	268.617661	21.382795	244.691718	21.382795	-84.933215	1.000000	
26407	0.940983	-0.091857	-0.325752	0.329668	0.466646	0.820707	0.076623	-0.879661	0.469388	113.656017	-81.064406	15.056576	3.593371	3.595543	3.594803	89.918679	89.983936	89.994958	271.689148	0.192242	0.165380	246.408950	0.695946	287.147181	-182.891791	182.565077	-182.891791	1324.312997	-432.000396	182.565077	-432.000396	263.432314	-305.883743	-70.807470	300.136696	-70.807470	601.145071	-126.253414	300.136696	-126.253414	-186.722725	1.000000	
27380	-0.121069	0.181808	0.975853	-0.983159	0.113615	-0.143142	-0.136896	-0.976748	0.164991	-270.373236	139.149070	-5.086524	3.595308	3.594350	3.593578	90.010773	89.986015	89.980757	252.099184	0.157659	0.143419	281.848279	0.898649	293.107744	-93.660237	53.620856	-93.660237	816.673356	167.436502	53.620856	167.436502	632.254669	30.165223	-32.025232	-62.464228	-32.025232	-119.414718	118.553411	-62.464228	118.553411	58.633594	1.000000	
27436	0.347637	0.104888	-0.931744	0.807297	0.471933	0.354332	0.476886	-0.875373	0.079386	392.579826	141.638023	57.217175	3.594727	3.594365	3.593846	90.006019	90.003158	89.986268	269.573433	0.144331	0.141896	256.120565	0.736486	491.129710	144.351407	-34.899680	144.351407	673.146786	-15.134197	-34.899680	-15.134197	494.742755	90.982719	72.615985	-184.937112	72.615985	-212.813265	-50.999979	-184.937112	-50.999979	-60.502513	1.000000	
25745	0.071847	-0.080979	-0.994123	0.865508	0.500420	0.021789	0.495715	-0.861987	0.106042	-394.157489	224.373855	-23.154913	3.594484	3.594313	3.593993	89.981301	90.027013	90.015855	250.321589	0.160219	0.141252	266.398305	0.844595	526.880004	130.680852	278.160547	130.680852	463.537957	70.519147	278.160547	70.519147	627.410993	-95.446325	-69.829488	257.820920	-69.829488	4.875871	34.645222	257.820920	34.645222	15.709510	1.000000	
25664	-0.071107	-0.863261	0.499724	0.727620	0.297796	0.617970	-0.682286	0.407551	0.606950	132.108276	56.907390	25.989779	3.595017	3.595209	3.595057	90.011840	89.988434	89.992426	225.881284	0.140424	0.133791	330.157612	0.810811	881.758017	18.808737	15.963098	18.808737	839.480130	-25.915623	15.963098	-25.915623	590.400553	-11.236279	63.080861	22.828327	63.080861	-18.281666	-11.165815	22.828327	-11.165815	15.129444	1.000000	
28630	0.170700	-0.065370	0.983152	-0.614145	0.773206	0.158042	-0.770511	-0.630776	0.091840	92.605537	-517.451764	-7.611864	3.594592	3.594741	3.593413	90.020541	90.000388	90.000499	272.009798	0.165925	0.149564	260.224066	0.763514	335.793953	-186.379082	87.148100	-186.379082	608.288186	-18.247377	87.148100	-18.247377	661.523076	-208.704699	-187.991981	74.830877	-187.991981	-237.143403	25.293397	74.830877	25.293397	361.055502	1.000000	
28157	-0.813156	-0.579576	-0.053566	0.171565	-0.326612	0.929457	-0.556186	0.746603	0.365022	396.777004	-490.269999	-10.759527	3.593990	3.595954	3.594463	90.001713	89.993302	90.025050	286.167617	0.175390	0.155644	255.542282	0.614865	445.185971	23.693340	-188.791570	23.693340	687.407870	-191.600721	-188.791570	-191.600721	935.200552	-365.468226	312.949382	-527.601891	312.949382	10.549157	47.572197	-527.601891	47.572197	132.089562	1.000000	
28670	0.074169	-0.566001	0.821061	-0.463583	0.709392	0.530899	-0.882944	-0.420007	-0.209774	-99.818863	-280.348478	22.349842	3.593585	3.595184	3.594894	90.002683	90.036303	89.977499	259.965780	0.131201	0.141383	271.829908	0.804054	705.467154	143.496689	375.105444	143.496689	686.361749	-131.662154	375.105444	-131.662154	469.050897	554.007296	136.736638	239.878200	136.736638	-234.031077	75.706206	239.878200	75.706206	-139.322324	1.000000	
28463	0.387972	0.911238	0.138282	-0.575693	0.122426	0.808449	0.719761	-0.393264	0.572091	60.168562	-73.123190	18.806703	3.592734	3.595073	3.595191	89.966093	90.028996	89.950688	262.180830	0.134852	0.141326	258.705331	0.797297	1018.903547	107.692308	94.341716	107.692308	803.685051	283.249759	94.341716	283.249759	-147.532403	73.466647	-83.889723	-85.575411	-83.889723	424.460597	212.363953	-85.575411	212.363953	-529.815861	1.000000	
27842	0.842163	-0.062651	-0.535571	0.421328	0.696308	0.581067	0.336518	-0.715004	0.612801	302.408580	265.764548	-5.674694	3.593356	3.595201	3.594510	90.032151	90.011124	90.001900	252.788271	0.146027	0.141865	305.100036	0.826389	451.393921	-42.324442	-201.398623	-42.324442	359.521366	-187.291482	-201.398623	-187.291482	883.781072	-37.570431	6.126473	-96.903579	6.126473	-15.571749	-200.098400	-96.903579	-200.098400	0.044727	1.000000	
26945	0.444145	0.894558	-0.050001	-0.515895	0.300970	0.802041	0.732521	-0.330428	0.595173	383.372266	274.516326	34.365553	3.596769	3.593763	3.595063	90.005611	90.015171	90.020983	260.491492	0.143621	0.143304	252.887905	0.909722	430.636176	-231.151594	111.125675	-231.151594	998.454396	-248.151339	111.125675	-248.151339	969.632020	142.764301	-24.644494	73.480009	-24.644494	-88.239913	-164.354423	73.480009	-164.354423	-49.526742	1.000000	
27131	-0.058096	-0.949550	-0.308188	0.704196	-0.257799	0.661550	-0.707625	-0.178592	0.683646	-307.041656	50.293603	-8.207411	3.595221	3.594868	3.594160	90.007388	89.995222	90.006683	227.329957	0.147511	0.135521	421.343426	0.944444	646.629922	99.055344	51.509871	99.055344	752.241940	-121.801304	51.509871	-121.801304	625.407815	-52.677601	-10.298515	-12.264249	-10.298515	-11.555036	-19.154941	-12.264249	-19.154941	61.751144	1.000000	
