#     grain ID         completeness                 chi2                xi[0]                xi[1]                xi[2]            tVec_c[0]            tVec_c[1]            tVec_c[2]            vInv_s[0]            vInv_s[1]            vInv_s[2]    vInv_s[4]*sqrt(2)    vInv_s[5]*sqrt(2)    vInv_s[6]*sqrt(2)           ln(V[0,0])           ln(V[1,1])           ln(V[2,2])           ln(V[1,2])           ln(V[0,2])           ln(V[0,1])
            35       0.557291666667      0.0328655746669        0.29519990497       0.469533307441      -0.365698868309      0.0977107388809     -0.0883025351622      0.0116572581895        1.00061919796        1.00042661336        1.00032488522     0.00241373297546   -0.000317187704376   -0.000831650166335   -0.000618808636631   -0.000424894411909    -0.00032335198682    -0.00170606187392    0.000223678615257    0.000587567552528
            36                  0.7      0.0280647107131       0.637276756343        0.18900939699       0.458815648745      0.0358469520579      -0.100243507867     -0.0744409349111        1.00098717008        1.00071978334       0.998869307524   -0.000805149300379     2.6561934938e-05   -1.77635033583e-05    -0.00098668288922    -0.00071936230612     0.00113149460085    0.000569443631234   -1.87799070981e-05    1.25446394652e-05
            37       0.644329896907      0.0176078305016       0.284007968797       0.214595176999       0.333301513855       0.177583760517     -0.0977442818014     -0.0133220191945         1.0005783314       0.999759261232        1.00102982836   -0.000716934659733   -0.000783187778782   -0.000130162469351   -0.000578006861954     0.00024090045466    -0.00102901701319    0.000506775051091     0.00055337587279    9.21635000346e-05
            38       0.810526315789      0.0121645543167      -0.710722749477      -0.111107189043      -0.521130802977       0.118131654978      0.0371339501353      0.0161789424687        1.00084172161        1.00035924638       0.998814275768   -0.000137272532948    0.000594893009872   -4.68986227552e-05   -0.000841278565566   -0.000359176601899     0.00118652104016    9.70995176438e-05   -0.000420723807665    3.31220199679e-05
            39       0.711340206186     0.00922952261559      0.0716015951235       0.309497386686        0.53180392977      -0.109155748488   -0.000177288055756      -0.137854598507       0.999382049258        1.00048302896        1.00061601367   -0.000626958511425   -0.000954936488666    0.000173130888281    0.000618377295315   -0.000482806701606   -0.000615497999342    0.000443041911481    0.000675215828818   -0.000122280695513
            40       0.711956521739      0.0181468878759       0.248087021927       0.349985826418       0.163138221168       0.137831643545     0.00255392288722       0.168123047626        1.00005623852        1.00046349795       0.999817411982    0.000263895306514   -0.000783269224621    -0.00126097595349   -5.56862489343e-05   -0.000462975969947    0.000182775445781   -0.000186329166807    0.000553807011732     0.00089136168389
            41       0.666666666667      0.0090551437551      -0.536874458231      -0.411010209442       0.565559432466      0.0120052280246     -0.0981621731875     -0.0541173245367       0.999317950039         1.0007593618        1.00039433003   -0.000235882787669    0.000528640693814    -0.00023536470751    0.000682366421538   -0.000759045905734   -0.000394168548764    0.000166667076194   -0.000373845387955    0.000166390422675
            42       0.698412698413       0.020467856069       -0.45380293103        0.63070174661       0.461197562111       -0.12467957827    -0.00671476506945     -0.0140194027649        1.00059098728       0.999697774873        1.00040903455   -0.000567158148932   -6.80311172294e-05   -0.000382172903703   -0.000590775058927    0.000302387751441   -0.000408869368487    0.000401026502122    4.81353900369e-05    0.000270207721155
            43        0.59585492228      0.0212051129517       0.019120225326      -0.504113231453      -0.628623729948      0.0505271950158      -0.102143771945    -0.00745363015125         1.0002152681        1.00095515642       0.998960380165   -0.000227803217284     0.00114339091545    -0.00011731860542   -0.000214914529363   -0.000954684158453     0.00104050083342    0.000161054560681   -0.000808826461896    8.28431738654e-05
            44       0.722513089005      0.0110162679647      -0.334118618367     -0.0113370951184       0.415103880596       0.122526523614      -0.111164770594      -0.098499617822        1.00088744279       0.999919313836        1.00003421885    0.000258242010521    0.000288952605365   -1.46965755874e-05   -0.000887028342295    8.07061474137e-05   -3.41807275527e-05   -0.000182609985336   -0.000204227198734    1.04065035667e-05
            45       0.748663101604      0.0132804907302       0.735336490095       0.391830772685       0.405744905127       0.165213069862     -0.0282954836103      0.0883527042276        1.00037478615        1.00044875881       0.998986151865     -0.0009010384078   -0.000186539085196     0.00072239591252   -0.000374576898929   -0.000448324843096     0.00101457428806     0.00063727700291    0.000131782516624    -0.00051055888867
            46       0.713567839196      0.0142708744845       0.123455464523      -0.438095854585      -0.579339943069       0.161116771123      -0.049537458517      -0.205465405363        1.00111769517       0.999836861356       0.999783795571   -4.63688472228e-05    0.000311945935751    -6.8518352245e-05     -0.0011170455503    0.000163153662739    0.000216252658928    3.27886060847e-05   -0.000220478948923     4.8423071596e-05
            47        0.57671957672      0.0193833639724     -0.0975074946699       0.548533419719       0.401709699966      0.0276332848847   -0.000301052617519      0.0719158338658        1.00003832403       0.999306941032        1.00260047148    0.000835532362867   -0.000288440993822    0.000252703908319   -3.82865424581e-05    0.000693489625258     -0.0025969013549   -0.000590266491277    0.000203742691825   -0.000178807368806
            48       0.659685863874      0.0120593823596      -0.541799580446       0.676943200494       0.408983989569     -0.0650694449189     -0.0438450257557     -0.0249717979538        1.00117873824       0.999573199746        1.00024555438   -0.000314513182322   -0.000445756637658     0.00029455471954    -0.00117797283177    0.000426937775123    -0.00024544989785    0.000222381779346     0.00031495013225   -0.000208168393822
            49       0.637755102041      0.0082011552417       0.438929943898       -0.37903610349       0.374039393355     -0.0520378566639       -0.14927706997    0.000821802490928        1.00180205172         1.0004064584       0.999131422113    0.000470213984064   -0.000351089089888   -0.000590189190198    -0.00180031238418   -0.000406233633603    0.000869041435728   -0.000332516667274    0.000248072518405    0.000416825332296
            50       0.801047120419     0.00550918933575      -0.233619407045      -0.270982236654     0.00840076595309     -0.0599614409138     0.00505342978413       0.166474444313        0.99994492167        1.00002081405        1.00016345171    0.000386576771288   -0.000226969509424   -0.000207413208286    5.51034769913e-05    -2.0765728904e-05   -0.000163388126151   -0.000273314117596      0.0001604629468    0.000146643871422
            51       0.609625668449      0.0171075529602       -0.72601665811       0.367918098666       0.226866989185      0.0519633890272     -0.0486368476297       0.075490667728        1.00025669018       0.999513894952        1.00023179448   -0.000587111352993   -0.000183508525894      0.0011481230175   -0.000256319317324    0.000486639127316   -0.000231673055001     0.00041515067702    0.000129559955743   -0.000811912038718
            52       0.661458333333      0.0129543960524       0.492140270966      -0.384362536013      -0.272033047626       0.106685425285     -0.0546958457971      -0.137205712177       0.999150292625         1.0013240538        0.99992492207   -0.000951778846332     0.00133806751453   -0.000435752514651    0.000850564068627    -0.00132290464636    7.57548165196e-05    0.000672443957576   -0.000946491156695    0.000307732464317
            53       0.528795811518      0.0273333772956      -0.581092412493        0.32412427465        0.32959731365     -0.0530622914197      -0.126714783748      0.0390968227122       0.998719879511        1.00129963262        0.99876118017    -0.00204853801686    0.000285144734595      0.0002093060604     0.00128097191178    -0.00129772967421     0.00124065816211     0.00144850783373   -0.000201989465666   -0.000148146630986
            54       0.753926701571      0.0106531508978       0.174887442955       0.743260755798       0.215312210983     -0.0786123892351      -0.105799688326      -0.141049446912        1.00013423408        1.00044863857       0.999485940692    0.000124746630181    0.000117186901148     0.00018607379034   -0.000134212986497   -0.000448525426611    0.000514198808104   -8.82066302306e-05   -8.28735933423e-05   -0.000131532052651
            55       0.744791666667     0.00873477765072      0.0398133549206       0.304882417788      0.0747451246551       0.109818240426     -0.0611206531955     -0.0618712076746        1.00057194441        1.00006486705       0.999241784616    0.000100195937068   -0.000406623155596   -0.000439213393811   -0.000571691406097    -6.4814232504e-05    0.000758546844055   -7.08291528044e-05    0.000287541829386    0.000310461752489
            56                 0.75      0.0104746103587       0.696339737671       0.322696434595       0.606197393583      0.0502173098745      -0.015691693048      -0.118138681879        0.99993470573        1.00060440274       0.999331987621    -0.00039730713689    0.000561848035527   -0.000726519826098    6.55072401074e-05   -0.000604048889965    0.000668354034746    0.000280845533731   -0.000397360185037    0.000513532949194
            57       0.748571428571     0.00947927346762       0.548003122843       0.433532011344       -0.73274663709      0.0902319805242     -0.0870519118594     -0.0932520440423        1.00010891964        1.00061487403        1.00045067711   -8.72336119032e-05    0.000720662834695   -0.000214960502678   -0.000108772380709   -0.000614671634925   -0.000450443932878    6.16119403849e-05   -0.000509438405346    0.000151929354237
            58       0.602094240838     0.00996970579154      -0.477363152204       0.146068667969      -0.776273435791    -0.00611330232907    -0.00520584937246      -0.128978120704         1.0000745491        1.00159938632       0.999435215111   -0.000750748300038    -0.00100269216621   -3.81789604106e-05   -7.42945317646e-05    -0.00159796763465    0.000565336833066    0.000530594651141    0.000709191634143    2.71620911628e-05
            59       0.822916666667      0.0057049729403      -0.529089341363        0.02166816163      -0.604492302098      0.0260769290249     -0.0741675498305      0.0292386712031       0.999776867351         1.0002091135       0.999978248513    0.000473401321021   -0.000943242036514   -0.000353725754952    0.000223411290549   -0.000209004391996    2.20301736554e-05   -0.000334630584307    0.000667012791281    0.000250012053102
            60       0.576530612245      0.0285654338091      -0.541341465724       0.181370193802       0.107190399629      0.0975618403767     -0.0514752470921      0.0322234519136       0.999914492026        1.00020576613       0.999486970226    -0.00257655176706      0.0022370421288   -6.82322056645e-05    8.67643646661e-05   -0.000204084118128    0.000516073914594     0.00182214261841    -0.00158226032713    4.68033030487e-05
            61       0.626315789474      0.0150615587609       0.112053813506      -0.678745952759       0.146903961425      -0.147383300959     -0.0949920077188      -0.102458437316       0.999212142229        1.00094915508       0.999952977208   -0.000185690256305   -0.000126459672444   -0.000937874902178    0.000788392296015   -0.000948476563811    4.70365186575e-05     0.00013127331965    8.95013884671e-05    0.000663130362781
            62       0.658163265306      0.0163363504632      0.0424380818371       0.551965495971        0.41568899267      -0.110906063233      -0.124508797148      -0.225660005723        1.00098393324       0.998794190588        1.00169005779   -0.000182465400032   -0.000990200711332    0.000803105507108    -0.00098304383786     0.00120670667711    -0.00168837856052    0.000128792800726    0.000699206376252   -0.000567899615334
            63             0.796875     0.00648182868402      -0.729150245927       0.574568288251      -0.146950801333      -0.141872654963     -0.0226240003006       0.179381643301        1.00028176104        1.00014354971       0.999619584913    0.000303496938196   -0.000720125650611   -0.000596822071442   -0.000281502750333   -0.000143427391596    0.000380640155872   -0.000214522758251    0.000509185668274    0.000421872640068
            64       0.615789473684      0.0159899326496      -0.271584952867      -0.389954013339       0.283125916677     -0.0402444978113     -0.0463190129053      0.0311510197546        1.00050631317        1.00104569954       0.999139265614    -0.00156863439364    0.000887419992093      0.0009263663491   -0.000505773626097    -0.00104432405693    0.000861917805031     0.00110929596503    -0.00062797555674   -0.000654880319542
            65       0.689119170984      0.0273597268305       0.346606640804      -0.190658293439       0.388917810854      -0.140798377612     -0.0691041529046     -0.0144470485858        1.00077120546         1.0006154664       0.999553396292    0.000320708148101   -0.000534761337001   -0.000753137656181    -0.00077069522508   -0.000615109794921    0.000446800650765   -0.000226655194221     0.00037801176664    0.000532137001529
            66       0.730158730159     0.00980481572539      0.0573407846943      -0.744307165441       0.623131381809     -0.0692766024258     -0.0178971209811      -0.122921637388        1.00009442779        1.00035811308       0.999341367058    -0.00056342327016    0.000113819544157     9.9212985133e-05   -9.44176310509e-05   -0.000357967150063    0.000658932591486    0.000398463168046   -8.05192672759e-05   -7.01543430804e-05
            67       0.685567010309        4.54159268488      -0.349839492872       0.641711924817      0.0446859940177       0.168582432386      0.0350871106461     -0.0589577997976         1.0003989344       0.999815520951        1.00063316171   -0.000294293168289    -0.00155922340115     0.00128359505871   -0.000397836030474    0.000184929473005   -0.000632332733769    0.000207550105833     0.00110187515577   -0.000907427459548
            68       0.578680203046     0.00865640933907       0.380192135966       0.261627827785      0.0219914237875      -0.136441612074     -0.0934088985402        0.28962771247        1.00183086856        0.99943794013       0.999535332929    0.000341438167165       0.001631546319   -0.000100470296433    -0.00182852795962     0.00056224959666    0.000465469336982   -0.000241598321003    -0.00115289953826      7.113744679e-05
            69       0.649746192893      0.0165466206386       0.331249025456       0.371899944462       0.434797413295     -0.0264185066162      -0.029908195695       -0.16753536204       0.999072726826        1.00060507483        1.00027508695    0.000488021244216   -0.000161737930491   -0.000645174393123    0.000927814041827   -0.000604728334475   -0.000274983096279   -0.000344905287572    0.000114324603106    0.000456261102415
            70       0.642487046632      0.0130612844828      -0.328681329928       0.106813181292      -0.496560804453      -0.214691346279      0.0104012434883      0.0524257584667       0.999976770263         1.0003103156        1.00082520661   -0.000737094441798     0.00115527762867    -0.00250590492918    2.51326151864e-05   -0.000308563001341   -0.000824397856677    0.000520186226421   -0.000816116934739     0.00177147774885
            71       0.645502645503      0.0123634414828       0.301969462619       0.125261636617       0.621398331227     -0.0926516679533      -0.144989585042     -0.0814582893978        1.00063843133       0.999984808283        1.00090057747    0.000415335766042   -3.59088517466e-05   -0.000516541518656   -0.000638160647607      1.530160803e-05   -0.000900128795583   -0.000293552190783    2.53182907077e-05    0.000365132541939
            72       0.574358974359      0.0132505105987      -0.021285450501      -0.316325527802      -0.455749735097      -0.024266814663       0.015430618554      -0.213673619304        1.00055194541       0.999523838085       0.999892100947   -0.000957403922741    -0.00262283849271   -0.000411876136624   -0.000550031829909    0.000476547299547    0.000109853818532    0.000677455548868     0.00185431631904    0.000291857580006
            73       0.661375661376      0.0478208208043      -0.588317653913     -0.0654589845467      -0.491958622409       0.119855643136     -0.0463117531374       0.123837345686       0.999579452827        1.00041291639        1.00095710493     -0.0002581649396     -0.0023504070238   -7.24431191383e-05    0.000422017949663   -0.000412813203592   -0.000955250816676      0.0001824679316     0.00166154947239    5.13768694057e-05
            74       0.575129533679     0.00572488463602       0.553619844243      -0.211756455194       0.257983377313      -0.187532830313      -0.109350957385      0.0609102350322        1.00040524517        1.00056257356        1.00023655848    0.000638585208634    0.000196954174957    0.000354482456858   -0.000405122010553   -0.000562282147186    -0.00023641894726    -0.00045135018705    -0.00013916642298   -0.000250504319088
            75       0.584210526316      0.0220426503962      -0.513543285198       0.289398512139      -0.649782385183     -0.0547332354364      -0.126677768824      -0.057630326364        1.00152136902         1.0007104072       0.997772590534    -0.00180038978632     0.00113605724129     0.00105260456897    -0.00151961361836    -0.00070906723368     0.00223103000978     0.00127433525474   -0.000804072938058   -0.000743986271034
            76       0.525773195876      0.0238217377702      -0.641310728232       0.568763854727      -0.296606153102      -0.142704337107     -0.0727710364076      0.0606836170292        0.99856366967        1.00170381135        1.00099823394    0.000945056074045    0.000370253761167   -7.70191502663e-05     0.00143739864692    -0.00170213739227   -0.000997479035186   -0.000667361214009   -0.000261884662712    5.45409389334e-05
            77       0.574468085106      0.0169803358163       0.191529504481      -0.506617864412      -0.193238174089      0.0941518787969     -0.0842649794286     0.00251217603294        1.00210759536       0.998768549945        1.00141650063    0.000551553608802   -0.000262127317488    -0.00106826827105    -0.00210507568838      0.0012325703498    -0.00141540528135   -0.000389901642093    0.000184878955823     0.00075501377433
            78       0.619791666667      0.0327521671401     0.00872997278227       0.621017150688      -0.426375535299      -0.218302010974     0.00388998647063       0.245247751051       0.998067836556        1.00158890565        1.00060623332   -5.35451239656e-05     0.00145400194663      0.0003132263503     0.00193458673126    -0.00158761944946   -0.000605520126019    3.79344647371e-05    -0.00102882183154   -0.000221542267131
            79       0.694300518135     0.00954330837195      -0.368972224191      -0.612812522635        0.50639944634       0.154045264959     -0.0312420897164      0.0177957180534        0.99988586352        1.00074081255       0.999375413794    0.000116582831243     0.00137773937298   -0.000553028275054    0.000114694260791   -0.000740458476239    0.000625259734513   -8.26222455507e-05    -0.00097458532139    0.000390967874499
            80       0.704081632653      0.0319829907582      -0.327669405135       0.735149832219      -0.385706668627     -0.0874675087322      -0.062377671152      -0.140436710638          1.001426234        1.00019842129       0.999413533003    0.000281258270288    0.000390211238977    0.000239758271171    -0.00142516555343   -0.000198367478994    0.000586696878925   -0.000198894871728   -0.000275788466568   -0.000169369704272
            81       0.610526315789      0.0181056734144       0.687032468274      -0.723317291018      -0.379856982496       0.088959747803      0.0611488890702    0.000860783240585        1.00007347607       0.999786656313        1.00083608835   -0.000611570218767   -0.000173437660084   -0.000720105111577   -7.33361896839e-05    0.000213589613299   -0.000835638077027    0.000432342154204     0.00012269326935    0.000509253406563
