#     grain ID         completeness                 chi2                xi[0]                xi[1]                xi[2]            tVec_c[0]            tVec_c[1]            tVec_c[2]            vInv_s[0]            vInv_s[1]            vInv_s[2]    vInv_s[4]*sqrt(2)    vInv_s[5]*sqrt(2)    vInv_s[6]*sqrt(2)           ln(V[0,0])           ln(V[1,1])           ln(V[2,2])           ln(V[1,2])           ln(V[0,2])           ln(V[0,1])
             0       0.510309278351       0.020944291241      0.0853063089289       0.749443823137      -0.600460850116      -0.137085270608     -0.0568214419281     -0.0547521450334       0.999528918873        1.00021455749       0.999039945646     0.00156897994045    -0.00174739545957    -0.00138836585134    0.000472437664793   -0.000213437824651    0.000961895296838    -0.00110924455567     0.00123593650066    0.000981164133866
             1       0.630208333333      0.0148492022062       0.239758027385       0.586473290882      -0.410925655471     -0.0781120436013      0.0494768700509      0.0666367133571       0.999014657518        1.00052851988         1.0001606542    0.000957250707907    0.000166430322202   -1.60766415066e-07     0.00098583518433   -0.000528151367059   -0.000160405417978   -0.000676645424361   -0.000117732625649    1.53541806334e-07
             2       0.594736842105       0.040898107402      -0.713455119924       -0.16175597679      0.0078191971022        0.19836131552    -0.00120706125283     -0.0489204905195        0.99890972761        1.00107423508       0.998342656108   -0.000619178426075   -0.000219700094133    0.000170996031558     0.00109088657723     -0.0010735553868     0.00165882689187    0.000437943854636    0.000155538660346   -0.000120879433135
             3       0.744186046512     0.00958748131056       0.650865933304      0.0100135441613       0.607795814565       0.019987536567     -0.0334549459273      0.0590567031137       0.999064543076         1.0001545411       0.999883622066    0.000606215703611   -0.000142456659942   -0.000286676891812    0.000935920380523   -0.000154416745767     0.00011648165681   -0.000428640875873    0.000100741615414    0.000202768788498
             4       0.502590673575      0.0351435948103      -0.377195018585       0.542068774079      -0.328539975422      0.0342056735347      0.0378483724988     -0.0325531314863         1.0005576161       0.999259253686        1.00067912215     0.00162837638042    0.000523652212346   -0.000506966693148   -0.000557327880694    0.000741748455176   -0.000678160455902     -0.0011515386112   -0.000370255715197    0.000358725759859
             5       0.685863874346      0.0177779065759       -0.43695042736      -0.582421768449       0.530613619485     -0.0523249075515     -0.0505206605856      0.0422711094007        1.00030522675          0.999903476       0.999546583324     0.00148068617489     0.00187914515302   -0.000681057619699   -0.000304181108332    9.71934016678e-05    0.000454951574931     -0.0010476123052    -0.00132910832655    0.000482226436898
             6       0.722513089005     0.00969561498897      -0.666191455027       0.158120116108      -0.448362342805       0.152021646266       -0.10951172717     -0.0527108963921       0.999753435064        1.00055483295       0.998942095875    0.000528811076429   -0.000944624612391   -0.000871413630675    0.000247008377611   -0.000554419553938     0.00105875741176   -0.000373814286238    0.000668271404779    0.000615962814196
             7              0.71875      0.0186907187905      -0.226431090022       0.323332952671      0.0418720424662     -0.0769383037209     -0.0761212590037     -0.0923859886977       0.999936929436        1.00033232144       0.999354133798    0.000702520912086    -0.00011059808654   -0.000131967228028    6.30799634722e-05   -0.000332138501289     0.00064620138426   -0.000496831624113    7.82092136662e-05    9.32829410635e-05
             8       0.772727272727      0.0644010786433       0.367238263777       0.469427178477      -0.487455965327       0.211122441251       0.175126273916      -0.192511713152        1.00113554892       0.999959303867       0.999084689781   -0.000224805845577    -0.00047850580388    0.000467717623059    -0.00113479288583     4.0764243634e-05    0.000915799277693    0.000158981837024    0.000338291306814   -0.000330518529669
             9       0.712041884817      0.0477944150872      -0.520225600853      -0.210232761215       0.623560793113      0.0334393348844      -0.187120979048      0.0194208249025       0.999993126523       0.999897747128       0.999795936429   -0.000805700291619    0.000399727004384   -0.000498298845523    6.97549397232e-06    0.000102482479059    0.000204286657443    0.000569753704502   -0.000282579149074    0.000352289249621
