9.577283768861322155e-01	-1.136851202003899552e-01	1.084701685119449505e-01	-2.409694422433427963e-01
9.644714717556152062e-01	-5.790012571917224626e-02	2.062430523150315109e-01	1.546161666289807279e-01
9.804712542626158323e-01	-1.125357093350137921e-01	1.598156374819672820e-01	2.169782720437061010e-02
9.700218558477460284e-01	-1.567992566046451652e-01	1.057082666064872584e-01	-1.526347099351162695e-01
9.104583691329203310e-01	2.743767330828264517e-01	1.340834812723856739e-01	-2.789347351415671361e-01
9.590232230173650896e-01	-6.870339945046988195e-02	-1.844286093559982520e-01	-2.038145938551676195e-01
9.353582781344186303e-01	-7.505538580461385001e-02	3.168966004789946500e-01	1.380149455384908352e-01
9.078469738154526514e-01	2.950110728125288628e-01	2.638009106128096359e-01	-1.385330957279815312e-01
9.863809005882113734e-01	-1.615725022406424849e-01	2.486523518106565495e-02	1.813189327888796096e-02
8.990553324365456733e-01	3.284543477441848047e-01	-2.773008853356634940e-01	8.319537040852517662e-02
9.314733059161171003e-01	1.676565175740072538e-03	-1.960942007533862108e-01	3.064338981343316948e-01
9.203254595391844317e-01	1.607808490470694351e-01	3.533136208062822581e-01	-4.816692284594349671e-02
9.501274336014270405e-01	-2.121199116390472539e-01	-2.076201614611594692e-01	-9.569154382206791765e-02
9.585530888107928194e-01	1.547815935771764406e-01	2.219297251638237822e-01	8.925150592403299776e-02
9.510838559450479623e-01	-2.557870268877376896e-01	1.039573316609367637e-01	-1.385834370715673391e-01
9.333620953888448479e-01	-3.016303299783340552e-01	-1.813559269626950354e-01	7.045829038521957133e-02
9.254086973998947308e-01	-3.255655020836668023e-01	-9.392413605058484716e-02	-1.697177165082984218e-01
9.341441368847929194e-01	-3.480884000655936616e-01	-7.873496350328321181e-02	3.162718083738563953e-03
8.947291022830081708e-01	-2.359065780018804459e-01	3.379237172972690550e-01	1.720914909903460965e-01
9.552963304886219476e-01	2.517864883783215713e-01	-1.033363546084847123e-01	-1.154733001230865141e-01
9.680039940899169970e-01	4.311054082688099698e-02	-1.334595184266377521e-01	2.080824491323372827e-01
9.253178282767934304e-01	9.523067597868169198e-02	-9.773767099939741076e-02	3.537871997308204008e-01
9.148609369401409230e-01	7.575284463642989463e-02	-3.688148900506658667e-01	1.458305505283838954e-01
9.248215545358168255e-01	5.636246517219049845e-02	2.960761862280349987e-01	2.320932069973843936e-01
9.056802282671365667e-01	1.296774118050071090e-01	-2.054070706066450647e-01	-3.474694638933595869e-01
9.719038379680035034e-01	-1.565993874041372580e-01	1.199551302323528246e-01	1.284146733775119453e-01
9.124389445819718336e-01	3.448791887102275466e-01	-2.148227956851978815e-01	-4.862801721958565776e-02
9.340724677062930414e-01	2.425105011328962390e-01	1.301248745515181660e-01	2.275187880951795583e-01
9.377617555127296667e-01	2.213201796000088262e-01	1.324203687641766214e-01	2.325620646964216831e-01
8.966121250521612573e-01	-2.698159304367820921e-01	2.271426819483859105e-01	-2.677541090800948931e-01
8.907395570689500275e-01	-3.348204758151585025e-02	-2.763864633152545713e-01	-3.592666375527310274e-01
9.248358157250481382e-01	3.446521805271259287e-01	-9.030170572731359424e-02	-1.331885518834852733e-01
9.798703996896569457e-01	-7.188860060980170608e-02	1.379288269327356431e-01	-1.251465845133447330e-01
8.805524283528289864e-01	-3.442018876875463373e-01	-1.135210217431275453e-01	3.053939407661225847e-01
8.976122239488105725e-01	2.069671293352788599e-01	1.361973291785371631e-01	-3.645643843232872494e-01
9.457970038208100005e-01	1.444598989822321877e-01	2.293074863393215201e-01	-1.789341830348908369e-01
9.199592268437770670e-01	3.102240131146991597e-01	9.014074157127821563e-02	2.220601930580779204e-01
9.703797910906440949e-01	1.409002533586365957e-01	1.063819195206670148e-01	1.649032044729520641e-01
9.030069058074156052e-01	-3.435524037417240217e-01	-5.325257216013028899e-02	-2.524171894022490537e-01
9.524393380548998866e-01	3.459160368847371408e-02	1.518757027602228582e-01	2.619093339132688159e-01
9.738977816622015338e-01	1.226533203224674795e-01	1.729894956674851991e-01	8.095621209040132493e-02
9.044923637146603523e-01	-2.597408068028433936e-01	-1.986127121485039837e-01	2.738270765214610436e-01
8.999851452277439767e-01	-2.179896043397128169e-01	3.050986450858345078e-01	2.223107904173797500e-01
9.197125963464582998e-01	8.735753195368161500e-03	-2.459742538680878277e-01	-3.058579624136074648e-01
9.647105878296384773e-01	-1.648249632721487390e-01	-5.303124991399773246e-03	2.052756441399072596e-01
