8.860871296195724778e-01	4.195390071573670138e-02	3.609242176610499842e-01	-2.877901632145199451e-01
9.292890685909537263e-01	1.184589453789721275e-01	2.865786516294344111e-01	-2.006538853033120462e-01
9.341644794456741563e-01	-3.481471145954714852e-01	-7.826735392211239817e-02	2.129143224635535441e-03
9.025931135194892319e-01	3.154138851732805615e-01	5.290318419639564000e-03	2.929364521497963003e-01
9.325704013791813463e-01	-1.844087112912743132e-01	2.649390275482984558e-01	-1.615957467049363716e-01
8.992068648471859271e-01	-2.134678335849481690e-01	-2.823366200610998855e-01	2.571857912263383894e-01
9.170650352627400803e-01	-3.237488330394009961e-01	7.734335511600946844e-02	-2.195368297657007972e-01
9.804909810602095988e-01	-1.128939235029009919e-01	1.595863696425426914e-01	2.060555070903230188e-02
9.270709062830820857e-01	1.800430273974766016e-01	2.296003601433519170e-01	-2.353884398840762338e-01
9.142263251459549211e-01	-2.503100683353532974e-01	-1.008695995157552344e-01	3.022588625559299857e-01
9.062734666894993740e-01	2.893810323213303129e-02	-3.211702506081184905e-01	-2.732776241850796151e-01
9.148799865295600409e-01	7.585649859288053076e-02	-3.687826697983625501e-01	1.457386164518250371e-01
8.984330551377716079e-01	-1.140000046675583439e-01	2.125703062667657905e-01	3.669276621696159757e-01
8.899918292252622098e-01	1.539797207918625066e-01	-3.197385477819971178e-01	2.863076152661525042e-01
9.285245529851474666e-01	-7.313383594510050600e-02	1.152064366944431789e-01	3.452840475432603640e-01
9.450696291640043878e-01	5.555307122228047428e-02	2.023620862079268112e-01	-2.506129253952379954e-01
9.200020176330762078e-01	-2.581515791343073074e-01	9.642363975186290376e-03	-2.947220293064337637e-01
8.884223853059722842e-01	2.876287740820671068e-01	2.778691100291573735e-01	2.253089241439354962e-01
9.044591779417281430e-01	3.573609159996819495e-01	-7.958463200854608288e-02	-2.188905148719468563e-01
9.882869892838865855e-01	6.356214392283110470e-02	-8.505931738183022950e-02	1.096065381200477667e-01
8.735404220905274020e-01	-2.166615194727972149e-01	3.212749543437361521e-01	-2.945629315869059961e-01
